# LAMMPS data file written by OVITO Basic 3.10.6

850 atoms
2 atom types

0.0 40.0 xlo xhi
0.0 40.0 ylo yhi
0.0 40.0 zlo zhi

Masses

1 15.9994  # O
2 1.00794  # H

Atoms  # atomic

1 1 16.1671996 8.49160016 19.71320032
2 1 14.18759944 9.89040016 17.8100002
3 1 18.11759948 9.97200012 25.571599
4 1 18.21679948 14.04240012 10.54039956
5 1 14.43719984 18.26959968 10.20079972
6 1 18.35520028 18.2716 10.19080044
7 1 17.72920012 10.28920056 13.89960052
8 1 14.03319956 14.33599948 14.43480016
9 1 16.38720036 12.2156 11.9239998
10 1 18.19000004 14.15840028 13.76080036
11 1 10.28319956 18.28600048 14.41280008
12 1 12.2368002 16.38599992 11.9283998
13 1 13.86759996 17.77639984 13.97799968
14 1 15.80240012 16.10200048 12.43479968
15 1 17.65840052 18.04640056 14.0328002
16 1 12.0684004 16.44600032 15.97599984
17 1 16.12879992 16.2935996 15.75600028
18 1 16.27840044 19.66959952 8.17200004
19 1 19.78440048 12.37280012 15.83199976
20 1 19.8300004 15.93359948 15.7596004
21 1 17.66919972 10.10560036 17.95799972
22 1 10.29960036 14.19720052 17.66960024
23 1 12.18520044 12.01200008 16.44119976
24 1 12.4067998 16.35159968 23.78360032
25 1 14.19639944 14.3848002 18.31760048
26 1 16.42359972 12.24679948 16.24600052
27 1 17.93239952 14.33159948 17.7287996
28 1 10.30879976 18.41560008 18.03159952
29 1 16.43239976 12.31559992 23.85119916
30 1 13.8507998 17.92000056 18.29759956
31 1 12.20119952 12.46600032 23.6791992
32 1 18.15559984 18.33719968 17.81319976
33 1 14.20160056 10.54960012 21.80439948
34 1 18.23320032 10.49600004 21.79239988
35 1 9.99759972 14.42160012 21.81479932
36 1 12.4984002 12.29320048 19.8556006
37 1 14.2268002 14.39120056 21.69879912
38 1 16.25399948 12.42759944 19.77360012
39 1 17.9468 14.49720024 21.91400052
40 1 8.40640008 16.26839996 19.70000028
41 1 10.40240048 18.26439976 21.71119928
42 1 12.29439972 16.18960024 19.64920044
43 1 14.47119952 18.21200012 21.94760084
44 1 15.96959948 16.06320024 20.37519932
45 1 18.22999956 18.2868004 21.72280072
46 1 8.31719996 19.71840024 16.3404
47 1 19.6720004 15.86879968 19.9699998
48 1 14.2027998 14.33560012 25.5640006
49 1 18.03879976 14.02559996 25.50040008
50 1 9.91199972 17.91399956 26.1132002
51 1 14.08679964 17.78040052 26.17120028
52 1 18.18920016 17.88640024 25.55239916
53 1 16.2575996 12.48080016 27.70279884
54 1 18.28320028 14.3260002 29.57319976
55 1 12.13479996 16.1748004 27.46119976
56 1 14.20680048 17.99999952 29.42039968
57 1 16.36479972 15.95479964 27.60240076
58 1 18.39439988 18.19159984 29.732399
59 1 16.35560036 15.85800052 24.08679964
60 1 11.8472004 19.89680052 24.13120032
61 1 12.54040004 19.90919948 27.85079956
62 1 16.17679952 19.65680004 28.00120116
63 1 19.69359992 16.07079984 24.16320084
64 1 19.63320016 16.01760028 31.63919924
65 1 19.88440036 24.1156006 7.92159976
66 1 14.19919968 21.97479964 10.58279992
67 1 18.2084 29.930799 13.7919998
68 1 18.07479976 22.0336008 10.58279992
69 1 18.20039988 26.23440028 10.24440052
70 1 10.06639956 22.27720024 13.93399952
71 1 12.38800048 20.0103998 11.84200048
72 1 13.86360048 21.99120044 13.82599948
73 1 16.05640052 20.39000036 12.18520044
74 1 16.18399976 27.46279956 12.15479968
75 1 18.1587994 22.19199896 13.82799984
76 1 12.43039964 23.92479896 11.87680008
77 1 13.9471996 26.23120068 14.11800028
78 1 16.31639956 23.79280092 11.87520028
79 1 18.07080032 26.180799 13.87159944
80 1 12.25080012 20.3263998 15.8843994
81 1 12.13320016 24.18119908 15.7895994
82 1 11.9959998 27.7887988 15.72839976
83 1 19.74920036 24.21560048 12.21400024
84 1 19.98919964 20.17199992 15.72880028
85 1 15.69079996 27.86720036 23.88799904
86 1 10.24160028 22.31240036 17.87479996
87 1 16.2919998 23.93879892 23.59159948
88 1 14.29200052 22.17400076 17.76080012
89 1 15.74839948 20.16760112 16.20239972
90 1 12.27959992 23.996799 23.55520008
91 1 17.85719992 21.77239896 17.7496004
92 1 10.55240036 26.0500002 18.04039956
93 1 15.9159994 20.05959988 23.5696006
94 1 14.0584004 25.86719988 17.65359996
95 1 16.14519952 23.67199896 16.37560008
96 1 18.23279976 26.0904002 18.30760004
97 1 8.39999972 20.22039892 23.6387992
98 1 17.79760004 29.60200072 21.72559976
99 1 15.71720004 27.9288006 16.19639992
100 1 18.0912006 29.49520112 17.80040024
101 1 15.85479976 28.07039976 19.77759956
102 1 8.3543998 20.29000044 19.76359964
103 1 10.55080056 22.09719896 22.06559896
104 1 12.1300006 20.1699996 19.64879988
105 1 13.88360024 29.49680088 21.88640116
106 1 14.13640024 21.60079956 21.80520056
107 1 16.22640012 20.35559892 19.92720008
108 1 18.19159984 21.8576002 21.6140008
109 1 7.97479988 23.68880032 20.1715994
110 1 10.23720028 26.19760036 21.7343998
111 1 11.85039996 23.68319988 19.9668002
112 1 14.42919968 25.9116006 21.72199964
113 1 16.20120048 23.57599972 20.14159916
114 1 18.37560056 26.08040096 21.97920084
115 1 12.23359944 28.18399908 19.8283994
116 1 19.93880032 23.53919984 16.14599944
117 1 19.69359992 23.82800104 23.69479896
118 1 19.88000036 28.19159984 16.20360016
119 1 19.83119964 20.27600048 23.69960068
120 1 19.80839968 28.16319944 20.10920048
121 1 19.71840024 23.90919924 19.72839952
122 1 10.43599964 22.25359916 25.98639964
123 1 13.85040044 21.67999984 25.92600108
