################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.2988688397018728E+00 a      1045     1     3     2    20
  5.1928494350356236E-01 a      1046     1     3     2    21
  6.0758334053022423E-01 a      1047     1     3     2    22
 -9.7885428256786505E-02 a      1048     1     3     2    23
  2.2051396649294269E-01 a      1049     1     3     2    24
  2.4418616830363393E-03 a      1050     1     3     2    25
 -1.0279832785391938E+00 a      1051     1     4     2     1
  1.3805248698356321E-01 a      1052     1     4     2     2
  1.3081883088956918E+00 a      1053     1     4     2     3
  1.8023637007906788E-02 a      1054     1     4     2     4
 -1.7334617548421460E-01 a      1055     1     4     2     5
  6.5793383296442043E-01 a      1056     1     4     2     6
  6.0047503415640813E-01 a      1057     1     4     2     7
  3.1194672301607013E-01 a      1058     1     4     2     8
  2.8250294813508192E-01 a      1059     1     4     2     9
 -1.6430095113334084E+00 a      1060     1     4     2    10
 -3.2444906854794120E-01 a      1061     1     4     2    11
  7.1524890266753072E-01 a      1062     1     4     2    12
 -2.0917838970557971E+00 a      1063     1     4     2    13
 -1.5864840469690293E+00 a      1064     1     4     2    14
 -1.4184320590456614E+00 a      1065     1     4     2    15
 -2.0498353453176565E-01 a      1066     1     4     2    16
 -7.9429958248590193E-01 a      1067     1     4     2    17
 -4.5440536020983147E-01 a      1068     1     4     2    18
 -4.6348072800007240E-01 a      1069     1     4     2    19
  6.9303347015293126E-01 a      1070     1     4     2    20
 -5.4965414327201678E-01 a      1071     1     4     2    21
  1.3482099915512475E+00 a      1072     1     4     2    22
 -3.3796115976066665E-01 a      1073     1     4     2    23
 -9.7696137059605515E-01 a      1074     1     4     2    24
 -2.4790103755267623E-01 a      1075     1     4     2    25
 -1.0447297952331287E-01 a      1076     1     5     2     1
  8.4128777498949292E-01 a      1077     1     5     2     2
  2.8967461947705114E-01 a      1078     1     5     2     3
  3.5693804791259348E-01 a      1079     1     5     2     4
  1.8291474265279495E+00 a      1080     1     5     2     5
 -3.1332371708462026E-01 a      1081     1     5     2     6
 -7.5223208945461850E-01 a      1082     1     5     2     7
  3.8905994544916106E-01 a      1083     1     5     2     8
 -6.5958807458111557E-01 a      1084     1     5     2     9
 -4.9556361089684309E-03 a      1085     1     5     2    10
  1.5334818896305564E+00 a      1086     1     5     2    11
 -5.4223824106079122E-02 a      1087     1     5     2    12
 -1.2127467965265849E-01 a      1088     1     5     2    13
  1.0352594339812216E+00 a      1089     1     5     2    14
  5.6060324124177907E-01 a      1090     1     5     2    15
  2.9362380653594466E-01 a      1091     1     5     2    16
  2.7171464913060372E+00 a      1092     1     5     2    17
 -1.0383537311350199E+00 a      1093     1     5     2    18
 -9.7746027848422323E-01 a      1094     1     5     2    19
 -4.2523855104432812E-01 a      1095     1     5     2    20
 -4.4407772931769079E-01 a      1096     1     5     2    21
 -6.9650085478134161E-01 a      1097     1     5     2    22
 -5.8358654995532022E-01 a      1098     1     5     2    23
  1.9441702565586092E+00 a      1099     1     5     2    24
 -1.3167695132931219E+00 a      1100     1     5     2    25
  3.2559032758357015E-01 a      1101     1     6     2     1
 -1.0382518167927259E+00 a      1102     1     6     2     2
 -2.4365863792948330E+00 a      1103     1     6     2     3
  3.5897164384393943E-01 a      1104     1     6     2     4
 -6.6260759687511572E-01 a      1105     1     6     2     5
 -1.3279236394136454E-01 a      1106     1     6     2     6
  1.1019670770908922E-01 a      1107     1     6     2     7
  1.9609564157480214E-01 a      1108     1     6     2     8
  3.4575782377271103E-01 a      1109     1     6     2     9
 -3.4499595766077384E-01 a      1110     1     6     2    10
 -1.2443463098096335E+00 a      1111     1     6     2    11
  3.5427306236590211E-01 a      1112     1     6     2    12
  8.0951484932020445E-01 a      1113     1     6     2    13
 -6.9806501846342850E-01 a      1114     1     6     2    14
 -1.2737774725607420E+00 a      1115     1     6     2    15
  1.5183568650033316E-01 a      1116     1     6     2    16
 -1.7687709350304328E+00 a      1117     1     6     2    17
  2.9945144392969331E-01 a      1118     1     6     2    18
 -6.6092538503416909E-01 a      1119     1     6     2    19
  6.5184511543481316E-01 a      1120     1     6     2    20
 -6.8728096171690201E-01 a      1121     1     6     2    21
  6.8740911970798046E-01 a      1122     1     6     2    22
 -5.4520657692495522E-01 a      1123     1     6     2    23
  1.5354467916636976E+00 a      1124     1     6     2    24
 -1.7198562694248127E+00 a      1125     1     6     2    25
 -1.2371757593592636E+00 a      1126     1     7     2     1
  1.5232125383009831E-01 a      1127     1     7     2     2
 -1.8128607955877101E+00 a      1128     1     7     2     3
  7.8626037575027771E-02 a      1129     1     7     2     4
 -2.1217605062592444E+00 a      1130     1     7     2     5
  8.1152889863619948E-01 a      1131     1     7     2     6
  5.6305037609363373E-01 a      1132     1     7     2     7
  2.3125735347211718E-01 a      1133     1     7     2     8
  1.0806600232877144E-02 a      1134     1     7     2     9
  2.2059652441570701E-01 a      1135     1     7     2    10
 -4.3062972886061501E-01 a      1136     1     7     2    11
  8.1503267039522520E-01 a      1137     1     7     2    12
  7.7691442112031672E-01 a      1138     1     7     2    13
 -5.5037134070046678E-01 a      1139     1     7     2    14
  9.8938137860170050E-01 a      1140     1     7     2    15
 -4.3172796259721469E-01 a      1141     1     7     2    16
 -1.3845761590658412E+00 a      1142     1     7     2    17
  4.5766844960217590E-01 a      1143     1     7     2    18
  2.0444082481555201E-02 a      1144     1     7     2    19
 -7.5406724137441228E-01 a      1145     1     7     2    20
  2.3241626631108345E+00 a      1146     1     7     2    21
  4.6232605599210713E-01 a      1147     1     7     2    22
 -3.7197651568224507E-02 a      1148     1     7     2    23
 -5.5068810813654367E-01 a      1149     1     7     2    24
  4.9024244546498152E-01 a      1150     1     7     2    25
 -5.8847055964962547E-01 a      1151     1     8     2     1
 -2.9340171738994247E-01 a      1152     1     8     2     2
 -1.2081665811105442E+00 a      1153     1     8     2     3
 -8.8030690664719280E-01 a      1154     1     8     2     4
 -1.8976834109002058E-01 a      1155     1     8     2     5
 -2.9499672152158424E-01 a      1156     1     8     2     6
  8.2949092341385267E-01 a      1157     1     8     2     7
  1.5009157969090020E-01 a      1158     1     8     2     8
  4.4763382911099214E-01 a      1159     1     8     2     9
 -1.0020267303968182E+00 a      1160     1     8     2    10
  1.9532319415399052E-01 a      1161     1     8     2    11
  3.2153175804363132E-01 a      1162     1     8     2    12
 -8.6347386860489428E-01 a      1163     1     8     2    13
 -1.8557373526059626E-01 a      1164     1     8     2    14
 -2.8616101160837859E+00 a      1165     1     8     2    15
  1.2398224437652856E+00 a      1166     1     8     2    16
  8.5881908975330312E-01 a      1167     1     8     2    17
  3.7838834995351200E-01 a      1168     1     8     2    18
 -7.5379504882315285E-01 a      1169     1     8     2    19
 -2.6312114746850346E-01 a      1170     1     8     2    20
 -1.5037101376183930E+00 a      1171     1     8     2    21
 -6.4996774271779301E-01 a      1172     1     8     2    22
  3.4981227228762307E-01 a      1173     1     8     2    23
 -1.5438554294748860E-01 a      1174     1     8     2    24
 -7.9701299724041963E-01 a      1175     1     8     2    25
 -8.6778079953379406E-01 a      1176     1     9     2     1
 -2.9046152256496272E-01 a      1177     1     9     2     2
  9.7839818871219419E-01 a      1178     1     9     2     3
 -1.3191277309235947E+00 a      1179     1     9     2     4
 -7.9518580396456973E-01 a      1180     1     9     2     5
  3.0619648124361015E-01 a      1181     1     9     2     6
  1.2386599388748996E+00 a      1182     1     9     2     7
 -3.9200276814972024E-01 a      1183     1     9     2     8
  2.2089011579326773E-01 a      1184     1     9     2     9
  2.8194191278061653E-01 a      1185     1     9     2    10
 -9.8865294022852657E-01 a      1186     1     9     2    11
  1.6062499155786210E+00 a      1187     1     9     2    12
 -5.5557682872542558E-01 a      1188     1     9     2    13
 -1.7041240894579344E+00 a      1189     1     9     2    14
 -2.1179162252266854E+00 a      1190     1     9     2    15
  3.7655223404181987E-01 a      1191     1     9     2    16
 -7.6768142820904905E-01 a      1192     1     9     2    17
  5.6734278155736950E-01 a      1193     1     9     2    18
  1.1741627576817952E+00 a      1194     1     9     2    19
  3.3330902545104829E-01 a      1195     1     9     2    20
  3.9126144336796115E-01 a      1196     1     9     2    21
  2.7315364142348020E-01 a      1197     1     9     2    22
 -9.0100958608510764E-02 a      1198     1     9     2    23
  4.9603071022750173E-01 a      1199     1     9     2    24
  2.5059893499306551E-01 a      1200     1     9     2    25
  1.6002538758349858E+00 a      1201     1    10     2     1
 -4.6428512879696286E-02 a      1202     1    10     2     2
 -1.3830300740679105E+00 a      1203     1    10     2     3
 -5.2407931877643854E-01 a      1204     1    10     2     4
  4.1572019227008117E-01 a      1205     1    10     2     5
 -2.8661099699344099E-02 a      1206     1    10     2     6
  1.0358304967860545E-01 a      1207     1    10     2     7
  4.4104232042796460E-01 a      1208     1    10     2     8
  2.7762860062348627E-01 a      1209     1    10     2     9
  3.3231225713829782E-01 a      1210     1    10     2    10
  8.3188909160753666E-02 a      1211     1    10     2    11
 -5.7110599168296590E-02 a      1212     1    10     2    12
  6.5483271447516245E-01 a      1213     1    10     2    13
 -2.3847997796678663E-01 a      1214     1    10     2    14
 -1.9874263814688276E+00 a      1215     1    10     2    15
  4.6349363123148962E-01 a      1216     1    10     2    16
  8.6426632803748529E-02 a      1217     1    10     2    17
  1.4071714683376138E+00 a      1218     1    10     2    18
 -1.3760222521071999E-01 a      1219     1    10     2    19
 -3.0600032175466668E-01 a      1220     1    10     2    20
 -2.3827088844609454E+00 a      1221     1    10     2    21
 -1.4965660302632935E+00 a      1222     1    10     2    22
 -4.8763932205142069E-01 a      1223     1    10     2    23
  2.9608803181301440E+00 a      1224     1    10     2    24
 -1.0381298736743358E-01 a      1225     1    10     2    25
 -8.0165121379803017E-01 a      1226     1    11     2     1
  4.0886919441388170E-01 a      1227     1    11     2     2
  1.1081960662038046E+00 a      1228     1    11     2     3
  9.3354631268158139E-01 a      1229     1    11     2     4
 -6.5859817358994954E-01 a      1230     1    11     2     5
  1.3084737700867284E+00 a      1231     1    11     2     6
  4.0063371262670983E-01 a      1232     1    11     2     7
  1.2006010409100570E-01 a      1233     1    11     2     8
 -5.0865746297968306E-01 a      1234     1    11     2     9
 -1.4881307848074292E+00 a      1235     1    11     2    10
 -2.2560313619964412E-01 a      1236     1    11     2    11
  4.1639919968760486E-02 a      1237     1    11     2    12
 -2.4243002529157601E-01 a      1238     1    11     2    13
 -1.1272839602562465E-01 a      1239     1    11     2    14
  4.5127078158409356E-01 a      1240     1    11     2    15
  6.2745699233919483E-01 a      1241     1    11     2    16
  3.2963900818501068E-01 a      1242     1    11     2    17
 -2.0297383673650660E+00 a      1243     1    11     2    18
  6.9291036899574804E-02 a      1244     1    11     2    19
  2.8687328503915638E-01 a      1245     1    11     2    20
  3.8086964005836554E-01 a      1246     1    11     2    21
 -2.4555348060849008E-01 a      1247     1    11     2    22
 -1.4354561615813546E-01 a      1248     1    11     2    23
 -1.2362532122838044E+00 a      1249     1    11     2    24
  4.3971838271947883E-01 a      1250     1    11     2    25
 -2.5099433605063113E+00 a      1251     1    12     2     1
 -1.4926848032394213E+00 a      1252     1    12     2     2
  1.9156326069236636E+00 a      1253     1    12     2     3
 -6.8570642803464044E-01 a      1254     1    12     2     4
 -2.8900040251331691E+00 a      1255     1    12     2     5
  1.0503743639983659E-02 a      1256     1    12     2     6
  1.0712631610270644E+00 a      1257     1    12     2     7
 -7.0423486176907568E-01 a      1258     1    12     2     8
 -3.0799278968110649E-01 a      1259     1    12     2     9
 -3.4281477553131174E+00 a      1260     1    12     2    10
  2.7506294747338938E-02 a      1261     1    12     2    11
  1.1095117972744302E+00 a      1262     1    12     2    12
 -7.5692522168055476E-01 a      1263     1    12     2    13
 -2.5286511683069429E-01 a      1264     1    12     2    14
  1.4414008817452324E+00 a      1265     1    12     2    15
  5.3928162122592860E-01 a      1266     1    12     2    16
 -2.2884092286725153E+00 a      1267     1    12     2    17
 -1.3454609162665214E+00 a      1268     1    12     2    18
  1.0028024273022147E-01 a      1269     1    12     2    19
  1.2028456865670958E+00 a      1270     1    12     2    20
  1.9314807617465381E-02 a      1271     1    12     2    21
  2.4244786264507439E+00 a      1272     1    12     2    22
 -1.4218286146357078E+00 a      1273     1    12     2    23
 -2.3606033854632171E+00 a      1274     1    12     2    24
 -1.9227631508156622E+00 a      1275     1    12     2    25
 -5.6512773170477859E-01 a      1276     1    13     2     1
  4.4460279004311820E-01 a      1277     1    13     2     2
  1.7685920950009375E+00 a      1278     1    13     2     3
 -3.6634261957168912E-01 a      1279     1    13     2     4
  7.3068862956565417E-01 a      1280     1    13     2     5
  2.0768326465250847E-01 a      1281     1    13     2     6
  2.3137979725044039E-01 a      1282     1    13     2     7
  1.2520281789469087E-01 a      1283     1    13     2     8
 -2.6771524774125399E-01 a      1284     1    13     2     9
 -1.5609934020110841E-01 a      1285     1    13     2    10
 -3.1374458921807014E-01 a      1286     1    13     2    11
  6.7618272041582939E-01 a      1287     1    13     2    12
  1.9441877617583267E+00 a      1288     1    13     2    13
 -9.3780808004429383E-01 a      1289     1    13     2    14
  7.8461457921928146E-01 a      1290     1    13     2    15
  4.6650185190715759E-01 a      1291     1    13     2    16
  1.0255818808604422E+00 a      1292     1    13     2    17
 -7.9939254060666889E-02 a      1293     1    13     2    18
  5.4467573724168628E-01 a      1294     1    13     2    19
 -5.6132493139977369E-01 a      1295     1    13     2    20
  2.0684918941224517E-01 a      1296     1    13     2    21
  4.5205261285471915E-01 a      1297     1    13     2    22
 -4.5981566842706234E-01 a      1298     1    13     2    23
  5.7621314882947328E-01 a      1299     1    13     2    24
  4.9834683326101958E-01 a      1300     1    13     2    25
  6.9784227512767541E-02 a      1301     1    14     2     1
  1.0561347878099521E+00 a      1302     1    14     2     2
  1.3955243726166799E+00 a      1303     1    14     2     3
  1.3468833407245773E+00 a      1304     1    14     2     4
  4.6972130368692788E-01 a      1305     1    14     2     5
 -8.4311498987746791E-01 a      1306     1    14     2     6
 -2.8677868467918805E-01 a      1307     1    14     2     7
  3.6540457734095255E-01 a      1308     1    14     2     8
 -7.7193411384050253E-02 a      1309     1    14     2     9
  2.4281672064623341E-01 a      1310     1    14     2    10
 -1.7148219426640021E-01 a      1311     1    14     2    11
 -2.9564773597014242E+00 a      1312     1    14     2    12
 -1.3632507492942862E+00 a      1313     1    14     2    13
  2.3106679512389694E+00 a      1314     1    14     2    14
  1.5134911739004981E+00 a      1315     1    14     2    15
 -7.9730140822832440E-01 a      1316     1    14     2    16
  2.5306521395724973E-01 a      1317     1    14     2    17
  3.5893522629019202E-02 a      1318     1    14     2    18
 -1.1247651146333646E+00 a      1319     1    14     2    19
  3.0395083452155347E-01 a      1320     1    14     2    20
 -1.3637373103147743E+00 a      1321     1    14     2    21
  1.8824261868896935E-01 a      1322     1    14     2    22
  1.7787684052817960E+00 a      1323     1    14     2    23
 -4.0183061147573431E+00 a      1324     1    14     2    24
  1.1692360286165100E+00 a      1325     1    14     2    25
 -6.3958055034345551E-01 a      1326     1    15     2     1
  4.3596051308383038E-01 a      1327     1    15     2     2
 -1.3880631632967257E+00 a      1328     1    15     2     3
  6.5601640415801354E-01 a      1329     1    15     2     4
  8.5873607032034094E-01 a      1330     1    15     2     5
 -4.5827117284717783E-01 a      1331     1    15     2     6
 -9.0366046104975939E-01 a      1332     1    15     2     7
 -4.3807458636495289E-01 a      1333     1    15     2     8
  7.6243233794576148E-01 a      1334     1    15     2     9
  2.0091580740001551E+00 a      1335     1    15     2    10
  8.4643998985598989E-01 a      1336     1    15     2    11
  1.8346739755007588E+00 a      1337     1    15     2    12
 -3.7244881936991103E-01 a      1338     1    15     2    13
  1.3770392542308036E+00 a      1339     1    15     2    14
 -4.5530677891466970E-01 a      1340     1    15     2    15
 -7.2677883333169824E-01 a      1341     1    15     2    16
 -1.0069715330407931E+00 a      1342     1    15     2    17
 -4.0535478354033838E-01 a      1343     1    15     2    18
 -7.5478894109156391E-01 a      1344     1    15     2    19
 -7.6413992982277834E-01 a      1345     1    15     2    20
 -6.0301113198596923E-01 a      1346     1    15     2    21
 -4.5497041929924742E-01 a      1347     1    15     2    22
  4.5076873713925429E-02 a      1348     1    15     2    23
  4.5878233803263574E-01 a      1349     1    15     2    24
 -3.9421996601423609E-01 a      1350     1    15     2    25
  9.4752468704403611E-02 a      1351     1    16     2     1
 -8.0417430693964820E-01 a      1352     1    16     2     2
 -1.5350451046036290E-01 a      1353     1    16     2     3
  4.1682566436075602E-01 a      1354     1    16     2     4
 -8.1531870972424994E-02 a      1355     1    16     2     5
 -5.9080875805898503E-01 a      1356     1    16     2     6
 -2.9719833723184763E-01 a      1357     1    16     2     7
  1.9346034308891799E-01 a      1358     1    16     2     8
 -5.2001321029158283E-02 a      1359     1    16     2     9
 -6.3215028411302596E-02 a      1360     1    16     2    10
 -7.2048097404338762E-02 a      1361     1    16     2    11
 -3.4247046532900394E-01 a      1362     1    16     2    12
 -1.6006520521596577E+00 a      1363     1    16     2    13
  9.2140468112033622E-02 a      1364     1    16     2    14
 -3.8469547840883794E-01 a      1365     1    16     2    15
 -2.4091455249412291E-02 a      1366     1    16     2    16
 -2.3315738306784812E+00 a      1367     1    16     2    17
 -6.7018429401263291E-01 a      1368     1    16     2    18
 -1.0741451798276092E+00 a      1369     1    16     2    19
  3.0016225189530173E-02 a      1370     1    16     2    20
 -1.2938955478642902E+00 a      1371     1    16     2    21
  6.3581647509978079E-01 a      1372     1    16     2    22
  1.4321351613538202E-01 a      1373     1    16     2    23
 -2.0140304389473074E+00 a      1374     1    16     2    24
  6.3786162304542626E-01 a      1375     1    16     2    25
  1.8074142034512275E-01 a      1376     1    17     2     1
 -1.2196989550823394E-03 a      1377     1    17     2     2
  8.4353651248889883E-01 a      1378     1    17     2     3
  5.1512041385462937E-01 a      1379     1    17     2     4
  7.2517594926180251E-01 a      1380     1    17     2     5
 -3.2498652575564200E-03 a      1381     1    17     2     6
 -9.7941203278614919E-01 a      1382     1    17     2     7
 -5.0742604742038777E-01 a      1383     1    17     2     8
  5.1395640972606804E-01 a      1384     1    17     2     9
  1.9499469162423633E+00 a      1385     1    17     2    10
 -2.7997923312048489E-02 a      1386     1    17     2    11
  1.9618286576535265E-01 a      1387     1    17     2    12
  1.2844740176968910E+00 a      1388     1    17     2    13
  4.5611571023380641E-02 a      1389     1    17     2    14
 -2.5941645021115880E+00 a      1390     1    17     2    15
 -1.1632530340859428E+00 a      1391     1    17     2    16
 -1.0727685059730692E+00 a      1392     1    17     2    17
  7.9804469340256723E-01 a      1393     1    17     2    18
 -1.9314139001492930E-01 a      1394     1    17     2    19
 -7.0499769749030761E-01 a      1395     1    17     2    20
 -3.9881646635393708E-01 a      1396     1    17     2    21
 -1.0256850733110923E+00 a      1397     1    17     2    22
  1.1070073224078183E+00 a      1398     1    17     2    23
 -1.1326417603666463E+00 a      1399     1    17     2    24
  7.8392695172773563E-01 a      1400     1    17     2    25
 -2.2353494619984287E+00 a      1401     1    18     2     1
 -4.9166130280694514E-01 a      1402     1    18     2     2
  4.9237339311951073E-01 a      1403     1    18     2     3
  9.4536314535334731E-01 a      1404     1    18     2     4
 -1.9950390521627317E+00 a      1405     1    18     2     5
 -5.3972866457720881E-01 a      1406     1    18     2     6
 -5.5378413870900967E-01 a      1407     1    18     2     7
  8.0877266792213864E-01 a      1408     1    18     2     8
  1.8449115663445212E-01 a      1409     1    18     2     9
 -1.8845522726224773E+00 a      1410     1    18     2    10
 -5.2470181102419988E-01 a      1411     1    18     2    11
  8.7415227661234884E-01 a      1412     1    18     2    12
  2.3859993107997051E+00 a      1413     1    18     2    13
  8.4150245694498171E-01 a      1414     1    18     2    14
  1.2266941689300379E+00 a      1415     1    18     2    15
 -4.1061629275414174E-01 a      1416     1    18     2    16
 -4.6418364504532911E-01 a      1417     1    18     2    17
 -1.2027065987065262E+00 a      1418     1    18     2    18
  4.5722749210442964E-01 a      1419     1    18     2    19
  4.8429144383179579E-01 a      1420     1    18     2    20
  3.8465636339270720E-01 a      1421     1    18     2    21
  1.3777330737617577E+00 a      1422     1    18     2    22
 -7.2880484445992577E-01 a      1423     1    18     2    23
 -3.0952464203315211E+00 a      1424     1    18     2    24
 -6.8651569975427784E-01 a      1425     1    18     2    25
  3.0129305367127803E+00 a      1426     1    19     2     1
  7.8105021683668940E-01 a      1427     1    19     2     2
 -1.0924036568376565E+00 a      1428     1    19     2     3
 -1.3747125049490697E-01 a      1429     1    19     2     4
 -9.6778312333754357E-01 a      1430     1    19     2     5
 -3.0695223155000106E-01 a      1431     1    19     2     6
  2.1066259894728003E+00 a      1432     1    19     2     7
  1.3055695006755325E-01 a      1433     1    19     2     8
 -8.3128025422744367E-01 a      1434     1    19     2     9
  6.2657997594197024E-01 a      1435     1    19     2    10
 -1.2682501754409310E+00 a      1436     1    19     2    11
  9.7692328952255036E-01 a      1437     1    19     2    12
 -7.7756710196212087E-01 a      1438     1    19     2    13
  2.3214187869014400E+00 a      1439     1    19     2    14
  6.4148969587776106E-01 a      1440     1    19     2    15
  1.1197131914369542E+00 a      1441     1    19     2    16
 -1.5832336892102707E+00 a      1442     1    19     2    17
  6.8725561680266178E-01 a      1443     1    19     2    18
  2.1384664360668753E+00 a      1444     1    19     2    19
  1.2177854619071296E+00 a      1445     1    19     2    20
  6.5839744155377899E-01 a      1446     1    19     2    21
 -1.5218039451215393E+00 a      1447     1    19     2    22
 -3.0618104524617995E-02 a      1448     1    19     2    23
 -2.5722641668016211E+00 a      1449     1    19     2    24
  3.9134767801977216E-01 a      1450     1    19     2    25
  5.8710466265992423E-01 a      1451     1    20     2     1
  6.4543459338649023E-01 a      1452     1    20     2     2
 -1.1548205423588245E+00 a      1453     1    20     2     3
 -4.6590683194979950E-02 a      1454     1    20     2     4
 -5.3935707277420486E-01 a      1455     1    20     2     5
 -3.2864520591083296E-01 a      1456     1    20     2     6
  2.7833936607120752E-01 a      1457     1    20     2     7
  1.4719127432889567E-01 a      1458     1    20     2     8
 -4.8107853766574715E-01 a      1459     1    20     2     9
 -3.5535640706614857E-02 a      1460     1    20     2    10
  8.2428941144123180E-01 a      1461     1    20     2    11
 -5.4968135943161536E-02 a      1462     1    20     2    12
 -2.0773242825675640E+00 a      1463     1    20     2    13
  1.5667396902662891E+00 a      1464     1    20     2    14
 -3.5370986979159098E-03 a      1465     1    20     2    15
 -1.2189016008074612E-01 a      1466     1    20     2    16
 -4.4029488420851920E-01 a      1467     1    20     2    17
  4.4247315925581072E-02 a      1468     1    20     2    18
 -2.6152879738051749E-01 a      1469     1    20     2    19
  2.9935176825180698E-01 a      1470     1    20     2    20
 -4.8562478868315934E-01 a      1471     1    20     2    21
 -5.0543610836511543E-01 a      1472     1    20     2    22
 -3.6749447028299698E-01 a      1473     1    20     2    23
 -1.0731228556527275E+00 a      1474     1    20     2    24
 -1.0709815436414345E+00 a      1475     1    20     2    25
  5.7109800191157212E-01 a      1476     1    21     2     1
 -5.7606006899207884E-01 a      1477     1    21     2     2
 -1.0595734412588782E+00 a      1478     1    21     2     3
 -3.1442221966356504E-01 a      1479     1    21     2     4
  3.0723597842566686E-01 a      1480     1    21     2     5
  1.1241998734972454E-01 a      1481     1    21     2     6
  7.6506687537110418E-01 a      1482     1    21     2     7
  1.0145429968562331E-01 a      1483     1    21     2     8
  1.6392443447158062E-01 a      1484     1    21     2     9
  1.8194003122279603E+00 a      1485     1    21     2    10
 -8.9978542808484097E-01 a      1486     1    21     2    11
  1.1835130841380290E+00 a      1487     1    21     2    12
 -6.2018808251781843E-01 a      1488     1    21     2    13
 -1.5563061103623601E+00 a      1489     1    21     2    14
  2.1274494303863185E+00 a      1490     1    21     2    15
 -8.9412238001310027E-02 a      1491     1    21     2    16
 -1.0260733364130863E+00 a      1492     1    21     2    17
  9.5850689542669920E-01 a      1493     1    21     2    18
 -7.6340056254444111E-01 a      1494     1    21     2    19
 -1.6590475095879040E+00 a      1495     1    21     2    20
  1.9141696555108618E+00 a      1496     1    21     2    21
 -4.8727640733918637E-01 a      1497     1    21     2    22
  3.7054785530420997E-01 a      1498     1    21     2    23
 -1.9737401446965983E+00 a      1499     1    21     2    24
  9.1097128295701202E-01 a      1500     1    21     2    25
 -9.9636804656511743E-02 a      1501     1    22     2     1
  1.4260358241338662E+00 a      1502     1    22     2     2
 -1.1246858654958181E+00 a      1503     1    22     2     3
  1.2068609718495222E+00 a      1504     1    22     2     4
 -1.6802153525382439E+00 a      1505     1    22     2     5
  1.0686878484652795E+00 a      1506     1    22     2     6
  2.8373241648968041E-03 a      1507     1    22     2     7
  3.5185295511377734E-01 a      1508     1    22     2     8
  1.1842361873683129E+00 a      1509     1    22     2     9
  1.1758841880303372E+00 a      1510     1    22     2    10
  1.9554841397226899E+00 a      1511     1    22     2    11
 -1.3979940900853138E+00 a      1512     1    22     2    12
 -2.0728028784990777E+00 a      1513     1    22     2    13
  3.5171359135768832E+00 a      1514     1    22     2    14
 -7.7744156275391585E-01 a      1515     1    22     2    15
 -4.6221964349757982E-01 a      1516     1    22     2    16
 -4.8297718650203847E-01 a      1517     1    22     2    17
 -3.3401028660871240E-01 a      1518     1    22     2    18
 -4.3369110628537816E-01 a      1519     1    22     2    19
 -4.1178563409865604E-01 a      1520     1    22     2    20
  1.8031776137276121E+00 a      1521     1    22     2    21
 -3.6420929600722729E-01 a      1522     1    22     2    22
  1.6324147298080169E+00 a      1523     1    22     2    23
 -2.0818260408204741E+00 a      1524     1    22     2    24
 -2.7030822094448614E-01 a      1525     1    22     2    25
  3.5613321407788617E-01 a      1526     1    23     2     1
 -8.2251079834827978E-01 a      1527     1    23     2     2
  1.1848384720505889E+00 a      1528     1    23     2     3
  1.0175413688210637E+00 a      1529     1    23     2     4
  6.8657731251355980E-01 a      1530     1    23     2     5
  6.2516265855297626E-01 a      1531     1    23     2     6
  4.3348719444184414E-01 a      1532     1    23     2     7
  3.2990216521160354E-01 a      1533     1    23     2     8
 -6.5554622495629933E-01 a      1534     1    23     2     9
 -8.2104942043117024E-01 a      1535     1    23     2    10
 -5.4136694055986656E-01 a      1536     1    23     2    11
 -1.4534157636393175E+00 a      1537     1    23     2    12
  1.9338450434951300E+00 a      1538     1    23     2    13
 -5.1141604637372595E-01 a      1539     1    23     2    14
 -1.6140824554179878E-01 a      1540     1    23     2    15
  6.9311457213899430E-01 a      1541     1    23     2    16
 -1.5002368666861214E+00 a      1542     1    23     2    17
  1.0402113899478738E+00 a      1543     1    23     2    18
 -1.1497967252717691E+00 a      1544     1    23     2    19
 -1.6842203717043439E-01 a      1545     1    23     2    20
 -1.5121715355212348E-01 a      1546     1    23     2    21
  9.3881847951904107E-01 a      1547     1    23     2    22
 -1.5818754937600646E-01 a      1548     1    23     2    23
 -8.2848137552985102E-01 a      1549     1    23     2    24
  6.2944356395871148E-01 a      1550     1    23     2    25
  1.0713793046069802E+00 a      1551     1    24     2     1
  3.1413620108667067E-01 a      1552     1    24     2     2
 -2.2607759728899675E+00 a      1553     1    24     2     3
  5.7220404843044337E-01 a      1554     1    24     2     4
  6.0817569688213846E-01 a      1555     1    24     2     5
 -7.4365198335320104E-01 a      1556     1    24     2     6
 -5.4094825693955451E-01 a      1557     1    24     2     7
  2.1285282376347908E-01 a      1558     1    24     2     8
 -1.3821712254424931E-01 a      1559     1    24     2     9
 -7.3401393775371571E-01 a      1560     1    24     2    10
 -1.1072138754691996E+00 a      1561     1    24     2    11
 -6.6208546037563787E-01 a      1562     1    24     2    12
