################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.2102219080171198E-01 a       503     0    21     1     3
  3.2021178645009836E+00 a       504     0    21     1     4
  8.7272009770877934E-01 a       505     0    21     1     5
 -3.0918245850582804E+00 a       506     0    21     1     6
 -1.3977057389366534E+00 a       507     0    21     1     7
 -1.6604375177066693E+00 a       508     0    21     1     8
  1.4364494405071628E+00 a       509     0    21     1     9
 -2.7707930429598395E+00 a       510     0    21     1    10
 -5.8299971743027534E-01 a       511     0    21     1    11
 -2.3795580075290501E+00 a       512     0    21     1    12
 -6.4372149589839467E-01 a       513     0    21     1    13
 -4.4435597401904996E+00 a       514     0    21     1    14
 -1.2853555988992924E+00 a       515     0    21     1    15
  7.5382619705087317E-01 a       516     0    21     1    16
 -3.4475895859668015E+00 a       517     0    21     1    17
  1.0350526488204401E+00 a       518     0    21     1    18
 -2.9345283846375303E-01 a       519     0    21     1    19
 -3.4197997686408084E-02 a       520     0    21     1    20
  1.9824856099101686E+00 a       521     0    21     1    21
  4.4665340641421414E-01 a       522     0    21     1    22
  2.7380755919568136E+00 a       523     0    21     1    23
 -4.9661630567735715E+00 a       524     0    21     1    24
 -4.6150841808833343E-01 a       525     0    21     1    25
  2.2587157398213076E-01 a       526     0    22     1     1
 -1.2134917350384968E+00 a       527     0    22     1     2
 -6.7620038263273718E-01 a       528     0    22     1     3
 -2.2754805718022214E-01 a       529     0    22     1     4
  5.6514723506977255E-02 a       530     0    22     1     5
  1.0138721490013665E+00 a       531     0    22     1     6
  3.8002562731258141E-02 a       532     0    22     1     7
 -9.9555060415271257E-01 a       533     0    22     1     8
 -5.6553253581852603E-01 a       534     0    22     1     9
  9.4794608680780057E-01 a       535     0    22     1    10
  1.4618063896395761E+00 a       536     0    22     1    11
  3.5436867028528712E-01 a       537     0    22     1    12
  5.3796721887476995E-01 a       538     0    22     1    13
  1.3419594929637317E+00 a       539     0    22     1    14
  5.6688711076692544E-01 a       540     0    22     1    15
 -1.0505353192992148E+00 a       541     0    22     1    16
 -4.5544661296075123E-01 a       542     0    22     1    17
  2.8695237750865266E-01 a       543     0    22     1    18
 -2.8462005345483560E-01 a       544     0    22     1    19
 -1.0423436992668691E+00 a       545     0    22     1    20
  2.2826393978200663E+00 a       546     0    22     1    21
 -1.0835863644227428E+00 a       547     0    22     1    22
 -1.9352973249155894E+00 a       548     0    22     1    23
 -9.3286593812450680E-01 a       549     0    22     1    24
  5.5295998416781555E-01 a       550     0    22     1    25
  1.6735473916093431E+00 a       551     0    23     1     1
 -1.8133213618770680E+00 a       552     0    23     1     2
 -7.7227661133961323E-01 a       553     0    23     1     3
  2.7357983765679803E+00 a       554     0    23     1     4
  1.5287238688410979E-02 a       555     0    23     1     5
  5.1444254220325255E-03 a       556     0    23     1     6
  7.7071007965437677E-01 a       557     0    23     1     7
  2.7576531994719251E+00 a       558     0    23     1     8
 -1.3103838592254313E+00 a       559     0    23     1     9
 -2.3218990820964609E+00 a       560     0    23     1    10
 -3.5135159033360366E+00 a       561     0    23     1    11
  1.6679239222186772E+00 a       562     0    23     1    12
 -1.7413929878424468E+00 a       563     0    23     1    13
  3.9788885102403770E-01 a       564     0    23     1    14
  2.6217288739126507E+00 a       565     0    23     1    15
  3.1467431553543181E+00 a       566     0    23     1    16
 -4.7503026904695161E-01 a       567     0    23     1    17
 -4.3229641593810447E-01 a       568     0    23     1    18
 -4.1717062455364466E+00 a       569     0    23     1    19
  1.7673737717969640E-01 a       570     0    23     1    20
 -1.5958493061385080E+00 a       571     0    23     1    21
  6.3405877665973609E-01 a       572     0    23     1    22
 -1.2875210526984935E+00 a       573     0    23     1    23
  3.5468954818229328E+00 a       574     0    23     1    24
 -5.2501770613085164E+00 a       575     0    23     1    25
  9.9133030698369851E-01 a       576     0    24     1     1
  4.7608480658839908E-01 a       577     0    24     1     2
 -1.0414078975549395E+00 a       578     0    24     1     3
 -1.9719019456022610E-01 a       579     0    24     1     4
 -4.3631895844567381E-01 a       580     0    24     1     5
  3.2200931008869699E-01 a       581     0    24     1     6
  9.9679414613638440E-01 a       582     0    24     1     7
  2.6134878545578175E+00 a       583     0    24     1     8
 -3.4061369547535887E+00 a       584     0    24     1     9
 -1.8280180282705238E+00 a       585     0    24     1    10
 -4.2351781727873061E-01 a       586     0    24     1    11
  2.6760366831312377E+00 a       587     0    24     1    12
 -1.3768225511575920E+00 a       588     0    24     1    13
 -4.4817073795906930E-02 a       589     0    24     1    14
 -1.6229855330076752E+00 a       590     0    24     1    15
  3.8660051288430364E-01 a       591     0    24     1    16
 -6.8963969323594299E-01 a       592     0    24     1    17
 -1.2878239320038878E+00 a       593     0    24     1    18
 -3.0718481923050707E+00 a       594     0    24     1    19
 -9.8393817659708060E-01 a       595     0    24     1    20
 -2.6483047794786629E-01 a       596     0    24     1    21
  2.2739595778008950E-01 a       597     0    24     1    22
  1.6298948459021683E+00 a       598     0    24     1    23
  2.7517463861370874E+00 a       599     0    24     1    24
 -1.9697087128583415E+00 a       600     0    24     1    25
  2.1844492816053387E-01 a       601     0    25     1     1
 -1.6972076488045753E+00 a       602     0    25     1     2
  5.6909696890985528E-01 a       603     0    25     1     3
  3.2478528398360240E-01 a       604     0    25     1     4
  8.5891769298631154E-02 a       605     0    25     1     5
 -5.1082603481290989E-01 a       606     0    25     1     6
  1.9650024159234183E-01 a       607     0    25     1     7
  8.1971601355901902E-01 a       608     0    25     1     8
  1.5269587167880516E+00 a       609     0    25     1     9
 -3.9293614008448835E-01 a       610     0    25     1    10
 -3.3538876655631178E+00 a       611     0    25     1    11
 -7.7737431811142732E-01 a       612     0    25     1    12
 -1.0698370708974898E+00 a       613     0    25     1    13
  3.3556949290807442E-01 a       614     0    25     1    14
  3.7522234084917603E+00 a       615     0    25     1    15
  1.3255728049992641E+00 a       616     0    25     1    16
 -5.1000411384295974E-01 a       617     0    25     1    17
  1.3235892327212813E+00 a       618     0    25     1    18
 -2.1829266709265656E+00 a       619     0    25     1    19
  6.6914385884532612E-01 a       620     0    25     1    20
 -5.8925424340742882E-01 a       621     0    25     1    21
 -9.2335966110226342E-01 a       622     0    25     1    22
 -1.5158530227593467E+00 a       623     0    25     1    23
  3.0382791651128733E+00 a       624     0    25     1    24
 -3.0277895333065663E+00 a       625     0    25     1    25
  1.2950314519329462E-01 a       626     0    26     1     1
  1.2577458069279466E+00 a       627     0    26     1     2
 -7.0501643580579754E-01 a       628     0    26     1     3
 -1.8565967640507957E+00 a       629     0    26     1     4
 -8.2282206451861772E-01 a       630     0    26     1     5
  1.1864624397279050E-01 a       631     0    26     1     6
  1.0027794618301837E+00 a       632     0    26     1     7
  1.2665692022421333E+00 a       633     0    26     1     8
 -2.9837555830796552E+00 a       634     0    26     1     9
 -1.0322715414592034E+00 a       635     0    26     1    10
  2.2369540961586859E-01 a       636     0    26     1    11
  1.8928010831399718E+00 a       637     0    26     1    12
 -7.9542356142825932E-01 a       638     0    26     1    13
 -7.9554585026541613E-02 a       639     0    26     1    14
 -2.3120362353410164E+00 a       640     0    26     1    15
 -1.5219365718151483E+00 a       641     0    26     1    16
 -1.2262285100995378E-01 a       642     0    26     1    17
 -8.8648675563155932E-01 a       643     0    26     1    18
 -2.0113058914348425E+00 a       644     0    26     1    19
 -9.1753590171337329E-01 a       645     0    26     1    20
  4.3770015278298668E-01 a       646     0    26     1    21
 -8.2845296539354718E-01 a       647     0    26     1    22
  2.1864158717377631E+00 a       648     0    26     1    23
  2.0109757508690778E+00 a       649     0    26     1    24
  1.5808698038994420E-01 a       650     0    26     1    25
 -1.9320036440613493E+00 a       651     0    27     1     1
  2.4013615770428745E+00 a       652     0    27     1     2
  1.6709497868772170E+00 a       653     0    27     1     3
 -5.1435771384120912E+00 a       654     0    27     1     4
 -1.3649606467776796E+00 a       655     0    27     1     5
 -2.0230365447439480E+00 a       656     0    27     1     6
 -1.5570325238844385E+00 a       657     0    27     1     7
 -6.0185002647422725E-01 a       658     0    27     1     8
 -8.8823767382860153E-01 a       659     0    27     1     9
  7.5733362782796532E-01 a       660     0    27     1    10
 -2.3798718230362530E+00 a       661     0    27     1    11
 -2.8478949608849008E-01 a       662     0    27     1    12
 -8.4327821877290021E-01 a       663     0    27     1    13
 -5.1347022587640245E-01 a       664     0    27     1    14
 -3.8704099315539747E-01 a       665     0    27     1    15
 -3.5232262249899540E+00 a       666     0    27     1    16
  4.7167133934748218E-01 a       667     0    27     1    17
  1.6592495258025297E+00 a       668     0    27     1    18
 -1.5118699950431156E+00 a       669     0    27     1    19
 -1.8540344651816199E-01 a       670     0    27     1    20
  2.8142038595322809E+00 a       671     0    27     1    21
 -3.9112400659736348E+00 a       672     0    27     1    22
  9.1458360156239593E-01 a       673     0    27     1    23
  1.4202136201389202E+00 a       674     0    27     1    24
  3.0813513767041956E+00 a       675     0    27     1    25
 -6.5287748212713625E-01 a       676     0    28     1     1
  1.1856835933990439E+00 a       677     0    28     1     2
  3.9958240997994854E-01 a       678     0    28     1     3
 -2.6511916107019444E+00 a       679     0    28     1     4
 -4.9955449460230938E-01 a       680     0    28     1     5
 -5.6009692009905043E-01 a       681     0    28     1     6
  7.6802394018803810E-01 a       682     0    28     1     7
  6.4724133167154518E-01 a       683     0    28     1     8
 -8.2936369151961742E-01 a       684     0    28     1     9
 -3.8196223224496217E-01 a       685     0    28     1    10
  4.9508788828397360E-01 a       686     0    28     1    11
  9.1146599184826704E-01 a       687     0    28     1    12
 -2.9372975368216508E-01 a       688     0    28     1    13
  4.5153408974880105E-01 a       689     0    28     1    14
 -1.4418668637609999E+00 a       690     0    28     1    15
 -1.8121235572013858E+00 a       691     0    28     1    16
  4.4100572417209466E-02 a       692     0    28     1    17
  2.0925760551101849E-01 a       693     0    28     1    18
 -6.9463698019050957E-01 a       694     0    28     1    19
 -9.7493615921397297E-02 a       695     0    28     1    20
  5.1820963876491488E-01 a       696     0    28     1    21
 -1.1265665416370054E+00 a       697     0    28     1    22
  1.7428916731074660E+00 a       698     0    28     1    23
  8.5429616952738618E-01 a       699     0    28     1    24
  9.1852866008704481E-01 a       700     0    28     1    25
  9.6686413080624189E-01 a       701     0    29     1     1
 -3.8052063338147030E-01 a       702     0    29     1     2
 -2.3743765666070238E+00 a       703     0    29     1     3
  2.7424320955237289E+00 a       704     0    29     1     4
  6.3848103385658594E-01 a       705     0    29     1     5
  1.7959951201618591E+00 a       706     0    29     1     6
 -1.8378114507291821E-01 a       707     0    29     1     7
 -1.4813568113850786E-01 a       708     0    29     1     8
  7.6206830732659506E-02 a       709     0    29     1     9
 -2.7768260472610468E-01 a       710     0    29     1    10
  2.6183439932474739E+00 a       711     0    29     1    11
  6.3588241674751944E-01 a       712     0    29     1    12
  6.0800139953276600E-01 a       713     0    29     1    13
 -4.8393131677982794E-02 a       714     0    29     1    14
 -1.3652786196173443E+00 a       715     0    29     1    15
  2.3075909204594782E+00 a       716     0    29     1    16
  6.4762900408790278E-02 a       717     0    29     1    17
 -1.9478716244548644E+00 a       718     0    29     1    18
  1.0498568106230706E+00 a       719     0    29     1    19
 -4.8785993173000397E-01 a       720     0    29     1    20
 -1.0360402831457622E+00 a       721     0    29     1    21
  2.6286704737747821E+00 a       722     0    29     1    22
 -7.4831269430307645E-01 a       723     0    29     1    23
 -2.4995409453439201E+00 a       724     0    29     1    24
 -3.2226092031263381E-01 a       725     0    29     1    25
  2.7298896689460045E-01 a       726     0    30     1     1
 -1.7795532734450095E+00 a       727     0    30     1     2
  3.7951921575966052E-01 a       728     0    30     1     3
  7.2702580714488374E-01 a       729     0    30     1     4
  1.3524992405945357E+00 a       730     0    30     1     5
  1.1482360776981029E+00 a       731     0    30     1     6
  1.7345832958261485E+00 a       732     0    30     1     7
 -2.6570821962556224E-01 a       733     0    30     1     8
  3.9810323134387855E+00 a       734     0    30     1     9
  4.2281633429282017E-01 a       735     0    30     1    10
  9.9370380898995470E-01 a       736     0    30     1    11
 -7.2547873442628708E-01 a       737     0    30     1    12
  8.1089059441712119E-01 a       738     0    30     1    13
  2.3340961014442381E+00 a       739     0    30     1    14
  1.8760805829632761E+00 a       740     0    30     1    15
  2.1666718204259050E+00 a       741     0    30     1    16
  2.4259732393193981E-01 a       742     0    30     1    17
  6.8623599261395485E-01 a       743     0    30     1    18
  1.8094157384554472E+00 a       744     0    30     1    19
  4.8276459604437294E-01 a       745     0    30     1    20
 -2.7155770502037471E+00 a       746     0    30     1    21
  2.0779200327252147E+00 a       747     0    30     1    22
 -9.0618805423640303E-01 a       748     0    30     1    23
 -2.7546809776871595E-01 a       749     0    30     1    24
 -1.8186602019242197E+00 a       750     0    30     1    25
 -1.5509676472176932E+00 a       751     0    31     1     1
  2.3883418232711331E-01 a       752     0    31     1     2
  2.2043371792927293E+00 a       753     0    31     1     3
 -1.8251002094441848E+00 a       754     0    31     1     4
 -5.0395252915646775E+00 a       755     0    31     1     5
 -3.6643258530454235E+00 a       756     0    31     1     6
 -1.9746982518416303E+00 a       757     0    31     1     7
 -1.9062726376925756E+00 a       758     0    31     1     8
  5.1081718864600512E-01 a       759     0    31     1     9
 -8.3634172789280659E-01 a       760     0    31     1    10
  1.0652314509841577E+01 a       761     0    31     1    11
 -1.6173510006673646E+00 a       762     0    31     1    12
  3.2205058578784125E+00 a       763     0    31     1    13
  3.6322527064129511E+00 a       764     0    31     1    14
 -2.8891129295893792E+00 a       765     0    31     1    15
 -6.1184565001973723E-01 a       766     0    31     1    16
 -4.9742048642691952E+00 a       767     0    31     1    17
  1.0412800166112575E+00 a       768     0    31     1    18
  1.3346722656178876E+01 a       769     0    31     1    19
 -5.9683914731771937E-01 a       770     0    31     1    20
  1.9393521925214863E+00 a       771     0    31     1    21
  1.6110561317779855E+00 a       772     0    31     1    22
  4.0136251875589846E+00 a       773     0    31     1    23
 -4.7814172325746203E+00 a       774     0    31     1    24
  5.0883599440696639E+00 a       775     0    31     1    25
  2.1355228750673048E+00 a       776     0    32     1     1
  2.7491554026057576E+00 a       777     0    32     1     2
  2.6510451318561595E-01 a       778     0    32     1     3
  2.4717271055310448E+00 a       779     0    32     1     4
  2.2366419143476906E+00 a       780     0    32     1     5
 -1.0745995397192873E+00 a       781     0    32     1     6
  2.5768103060576530E+00 a       782     0    32     1     7
  1.3185844744340880E+00 a       783     0    32     1     8
 -5.5759840686068562E-01 a       784     0    32     1     9
  3.2215456626829426E+00 a       785     0    32     1    10
  1.4877771078150606E+00 a       786     0    32     1    11
 -4.4527784134909243E-01 a       787     0    32     1    12
  9.8537089876262507E-01 a       788     0    32     1    13
  7.7492049166258559E-01 a       789     0    32     1    14
 -2.9634313842262787E+00 a       790     0    32     1    15
 -5.0438069694015286E-01 a       791     0    32     1    16
 -5.6933140732961423E-05 a       792     0    32     1    17
 -8.5676646787648769E-01 a       793     0    32     1    18
 -6.3379255232926845E-01 a       794     0    32     1    19
  1.1804968053259863E+00 a       795     0    32     1    20
 -1.3846140728151046E+00 a       796     0    32     1    21
 -1.6081292259471933E+00 a       797     0    32     1    22
  8.4621256739134199E-01 a       798     0    32     1    23
 -1.8948479171370809E+00 a       799     0    32     1    24
  3.3865809738162156E+00 a       800     0    32     1    25
 -4.3308639943270316E-01 a       801     0    33     1     1
 -1.0980558736015742E+00 a       802     0    33     1     2
  1.4800509741417593E+00 a       803     0    33     1     3
 -2.4515874556969250E+00 a       804     0    33     1     4
  4.2864302722107277E-02 a       805     0    33     1     5
  1.8498810016761114E+00 a       806     0    33     1     6
 -1.3054243729435577E-01 a       807     0    33     1     7
 -2.6634404624687509E+00 a       808     0    33     1     8
  1.7972735790059540E+00 a       809     0    33     1     9
 -1.8569244079632758E+00 a       810     0    33     1    10
 -2.0573705475373535E-01 a       811     0    33     1    11
 -1.3385350746141731E+00 a       812     0    33     1    12
  1.2909433951716137E-01 a       813     0    33     1    13
 -1.5457204224985246E-01 a       814     0    33     1    14
  4.2336447312115194E-01 a       815     0    33     1    15
  3.5005373913734478E-01 a       816     0    33     1    16
 -2.1556407944922782E+00 a       817     0    33     1    17
 -6.6751843058572888E-02 a       818     0    33     1    18
 -1.6629391250843323E-01 a       819     0    33     1    19
 -1.2207573893025701E+00 a       820     0    33     1    20
  5.6186663733471953E-01 a       821     0    33     1    21
  5.4369553569883222E-01 a       822     0    33     1    22
 -1.6462340439840750E+00 a       823     0    33     1    23
 -1.8795738656506000E+00 a       824     0    33     1    24
 -2.3346447140695910E+00 a       825     0    33     1    25
 -2.2867261861354367E+00 a       826     0    34     1     1
 -2.5413119860665906E-01 a       827     0    34     1     2
 -4.9850870720493617E-01 a       828     0    34     1     3
  2.7645276999823749E+00 a       829     0    34     1     4
  3.2214058016898806E-02 a       830     0    34     1     5
 -2.4836889874436205E-01 a       831     0    34     1     6
 -3.2109780412053155E+00 a       832     0    34     1     7
 -2.7081312030390894E+00 a       833     0    34     1     8
  3.9577307880707897E+00 a       834     0    34     1     9
  3.2927201728073121E+00 a       835     0    34     1    10
 -2.3424031055268908E+00 a       836     0    34     1    11
 -7.6081579284190770E+00 a       837     0    34     1    12
  2.9561209646092648E+00 a       838     0    34     1    13
 -4.6918227411971536E+00 a       839     0    34     1    14
  8.4898681332122710E+00 a       840     0    34     1    15
  1.1163278587643508E+00 a       841     0    34     1    16
  3.1450596144744076E+00 a       842     0    34     1    17
  1.7939458157539061E+00 a       843     0    34     1    18
  4.4686843181203884E+00 a       844     0    34     1    19
  1.1706569348405387E+00 a       845     0    34     1    20
  6.5109478832216827E-01 a       846     0    34     1    21
 -8.2424089569573533E-01 a       847     0    34     1    22
 -7.5433884745988706E+00 a       848     0    34     1    23
 -7.4564466874170166E-01 a       849     0    34     1    24
  7.8430218049554927E+00 a       850     0    34     1    25
 -1.7531748343686751E+00 a       851     0    35     1     1
  2.0552086092169572E+00 a       852     0    35     1     2
 -5.2388286520971861E-01 a       853     0    35     1     3
  4.3462235370704922E+00 a       854     0    35     1     4
  2.5060469492969306E-01 a       855     0    35     1     5
  3.0257571433163748E+00 a       856     0    35     1     6
  6.1505849163568460E-01 a       857     0    35     1     7
  1.0914507011952782E-01 a       858     0    35     1     8
 -2.2576111163999713E+00 a       859     0    35     1     9
  3.0083467742093384E+00 a       860     0    35     1    10
 -1.9895819493740259E+00 a       861     0    35     1    11
 -1.3169803235955764E+00 a       862     0    35     1    12
  1.9176047104409069E+00 a       863     0    35     1    13
  1.1878758558884679E+00 a       864     0    35     1    14
  1.8655706819511881E+00 a       865     0    35     1    15
 -9.6953197170939731E-01 a       866     0    35     1    16
 -1.3781910691372672E+00 a       867     0    35     1    17
  2.6440270327736695E+00 a       868     0    35     1    18
  1.1702698354758838E+00 a       869     0    35     1    19
  1.9574856695715568E+00 a       870     0    35     1    20
 -9.3766938002809297E-01 a       871     0    35     1    21
  2.5448659237645881E+00 a       872     0    35     1    22
 -2.7664683251579785E+00 a       873     0    35     1    23
  1.3927111538430008E+00 a       874     0    35     1    24
  1.5960353196948376E+00 a       875     0    35     1    25
  1.7255647378715328E-01 a       876     0    36     1     1
  2.2519853393835595E-01 a       877     0    36     1     2
 -1.8829709590203556E-01 a       878     0    36     1     3
 -1.2247533136510691E+00 a       879     0    36     1     4
 -3.3336379598015753E-01 a       880     0    36     1     5
 -2.0119453772972928E+00 a       881     0    36     1     6
 -5.9627488171106624E-01 a       882     0    36     1     7
  1.5390472625744198E+00 a       883     0    36     1     8
  5.9135238676733903E-01 a       884     0    36     1     9
  3.4796334635072568E-01 a       885     0    36     1    10
 -8.4452499607627862E-01 a       886     0    36     1    11
  1.7183874426791359E+00 a       887     0    36     1    12
 -1.2469164719598058E+00 a       888     0    36     1    13
 -1.4892574371193035E-01 a       889     0    36     1    14
 -1.0816890880079846E+00 a       890     0    36     1    15
  2.8070325172631061E-01 a       891     0    36     1    16
  2.2923357143659935E+00 a       892     0    36     1    17
 -2.0453788941641529E+00 a       893     0    36     1    18
 -1.9041709142873120E-01 a       894     0    36     1    19
  1.2480955874745787E+00 a       895     0    36     1    20
 -2.2203171661662116E+00 a       896     0    36     1    21
  7.4962433122553107E-01 a       897     0    36     1    22
  2.8901994744384449E+00 a       898     0    36     1    23
  3.0854220090987741E+00 a       899     0    36     1    24
 -6.1744075471144144E-01 a       900     0    36     1    25
 -4.8766677703980210E-01 a       901     0    37     1     1
  2.4089249119868361E+00 a       902     0    37     1     2
 -3.6193148052633739E+00 a       903     0    37     1     3
 -3.3951102030067709E-01 a       904     0    37     1     4
  2.9324766157275972E+00 a       905     0    37     1     5
  4.5772214918371832E+00 a       906     0    37     1     6
 -4.4937204895929084E-01 a       907     0    37     1     7
 -8.3381153790366547E-01 a       908     0    37     1     8
  1.6471792261857483E+00 a       909     0    37     1     9
 -1.6693230832230761E+00 a       910     0    37     1    10
 -3.9133835295843880E+00 a       911     0    37     1    11
  3.8783465229479472E+00 a       912     0    37     1    12
 -1.5258625615071686E+00 a       913     0    37     1    13
 -3.8009434395936310E+00 a       914     0    37     1    14
 -8.4160185717372227E-01 a       915     0    37     1    15
 -1.8010330962141774E+00 a       916     0    37     1    16
  6.0371138624577467E+00 a       917     0    37     1    17
 -2.8795707953697809E+00 a       918     0    37     1    18
 -8.3311279291952793E+00 a       919     0    37     1    19
  1.0424500516805366E+00 a       920     0    37     1    20
 -1.0024504298414001E+00 a       921     0    37     1    21
  5.9345293195511639E-01 a       922     0    37     1    22
 -2.8316195273612612E+00 a       923     0    37     1    23
 -9.2867899863499592E-01 a       924     0    37     1    24
  5.5921589621064272E-01 a       925     0    37     1    25
  1.0377235982825466E+00 a       926     0    38     1     1
  2.7481061363375199E-02 a       927     0    38     1     2
  2.1105686273619266E+00 a       928     0    38     1     3
 -1.6215951655345373E+00 a       929     0    38     1     4
  1.2796106104364011E-01 a       930     0    38     1     5
 -2.0276106994872620E+00 a       931     0    38     1     6
 -1.0103400572200703E+00 a       932     0    38     1     7
 -1.6182467445954082E-01 a       933     0    38     1     8
 -2.2512081692574486E+00 a       934     0    38     1     9
 -1.6463543750579950E+00 a       935     0    38     1    10
 -1.3309452052803294E-01 a       936     0    38     1    11
  2.5984749391333741E+00 a       937     0    38     1    12
 -3.4156834987087237E+00 a       938     0    38     1    13
  1.4594215985829588E+00 a       939     0    38     1    14
 -3.1969975334936902E+00 a       940     0    38     1    15
  1.7021543814136772E-01 a       941     0    38     1    16
 -2.7326430492089104E-01 a       942     0    38     1    17
  2.9523417861852314E-01 a       943     0    38     1    18
 -4.5111444413239365E-01 a       944     0    38     1    19
 -1.4149541010406972E+00 a       945     0    38     1    20
  7.3900840236838627E-01 a       946     0    38     1    21
 -2.4317812036031015E+00 a       947     0    38     1    22
  2.7458676328417444E+00 a       948     0    38     1    23
 -1.7743398757429445E+00 a       949     0    38     1    24
 -6.1773959272218466E+00 a       950     0    38     1    25
 -9.3785113190533420E-01 b       951     1     1
  3.2979561299061289E-01 b       952     1     2
 -2.1755557922571833E-01 b       953     1     3
 -8.9500648448294653E-02 b       954     1     4
  4.6991238907544469E-01 b       955     1     5
  5.0467481017326302E-02 b       956     1     6
 -5.5475762487381342E-02 b       957     1     7
 -9.9356685947365464E-02 b       958     1     8
  4.2950321337217295E-01 b       959     1     9
  3.6600508977872398E-01 b       960     1    10
 -1.0896810850662118E-01 b       961     1    11
 -4.9806710540324184E-01 b       962     1    12
 -1.1552776593199642E-01 b       963     1    13
  1.2390253372767368E-01 b       964     1    14
  1.7067667759323110E-01 b       965     1    15
 -2.7631245353894412E-01 b       966     1    16
 -1.5577110399431252E-01 b       967     1    17
  2.4325208516551033E-01 b       968     1    18
  3.7554994437622774E-01 b       969     1    19
 -3.8678781196556135E-02 b       970     1    20
  1.7949468376160443E-01 b       971     1    21
 -8.6008637669506269E-02 b       972     1    22
  1.2058929560515219E-01 b       973     1    23
 -2.3950311793817283E-01 b       974     1    24
  8.6569858787092821E-02 b       975     1    25
  2.1672583042729916E+00 a       976     1     1     2     1
  1.7548142757194116E+00 a       977     1     1     2     2
 -1.5243788764593058E+00 a       978     1     1     2     3
  1.7343329037318105E+00 a       979     1     1     2     4
  3.4508094575798315E-01 a       980     1     1     2     5
  5.9248283184442962E-01 a       981     1     1     2     6
  5.2364256736073778E-01 a       982     1     1     2     7
  1.0698707136902061E+00 a       983     1     1     2     8
  1.3921610525821801E-01 a       984     1     1     2     9
  1.5629579456325755E+00 a       985     1     1     2    10
 -2.6529942477156593E-01 a       986     1     1     2    11
 -8.3854194269354110E-01 a       987     1     1     2    12
 -1.8171092667572608E-01 a       988     1     1     2    13
  1.3921241195279150E+00 a       989     1     1     2    14
  8.0011421438677199E-01 a       990     1     1     2    15
  8.4494928032707650E-01 a       991     1     1     2    16
  1.0136174395733553E+00 a       992     1     1     2    17
  7.9444453714652408E-01 a       993     1     1     2    18
 -2.7167352720600324E-01 a       994     1     1     2    19
 -6.0106110662685563E-01 a       995     1     1     2    20
  1.4783755852238120E-01 a       996     1     1     2    21
 -9.3654537054460407E-01 a       997     1     1     2    22
  1.0625435564638799E+00 a       998     1     1     2    23
 -1.1779172131924716E+00 a       999     1     1     2    24
  1.2206670808207079E+00 a      1000     1     1     2    25
  3.2852867227593868E-01 a      1001     1     2     2     1
  4.1640264585170639E-01 a      1002     1     2     2     2
  2.6148414437855303E+00 a      1003     1     2     2     3
 -4.8068313044997218E-01 a      1004     1     2     2     4
  2.9945158838080776E-01 a      1005     1     2     2     5
 -5.0178276182853376E-01 a      1006     1     2     2     6
 -2.9607118373082214E-01 a      1007     1     2     2     7
  4.4588472760206617E-02 a      1008     1     2     2     8
  4.7075909409882677E-01 a      1009     1     2     2     9
  2.1320929981462615E-02 a      1010     1     2     2    10
 -3.6427094512926189E-01 a      1011     1     2     2    11
 -7.8375143627465971E-01 a      1012     1     2     2    12
  2.3761560433141895E+00 a      1013     1     2     2    13
  4.0926386990856711E-02 a      1014     1     2     2    14
  7.7499070998143127E-01 a      1015     1     2     2    15
 -4.1784861141184465E-01 a      1016     1     2     2    16
  7.2945494716713699E-01 a      1017     1     2     2    17
  5.3215567639155792E-01 a      1018     1     2     2    18
  6.3908233385221103E-01 a      1019     1     2     2    19
  1.8246536370507740E-01 a      1020     1     2     2    20
 -2.5718778772774625E-01 a      1021     1     2     2    21
  1.1362153612907064E+00 a      1022     1     2     2    22
  3.8965864119268401E-01 a      1023     1     2     2    23
 -6.1556090078231140E-01 a      1024     1     2     2    24
  3.4210739941801088E-01 a      1025     1     2     2    25
 -7.2329770040136399E-01 a      1026     1     3     2     1
  3.8907256410893815E-01 a      1027     1     3     2     2
  1.7459203436774879E+00 a      1028     1     3     2     3
  5.8580652643660769E-01 a      1029     1     3     2     4
  2.9147239027451360E-01 a      1030     1     3     2     5
  1.7963099894898011E+00 a      1031     1     3     2     6
  6.4308766755158187E-01 a      1032     1     3     2     7
  5.8075719257039993E-01 a      1033     1     3     2     8
 -1.3782489165330333E-01 a      1034     1     3     2     9
 -1.9673915936633324E-01 a      1035     1     3     2    10
 -5.1723056536830125E-01 a      1036     1     3     2    11
  7.7250907088255782E-01 a      1037     1     3     2    12
  2.9686886279449270E-01 a      1038     1     3     2    13
 -1.0606544093113783E+00 a      1039     1     3     2    14
 -2.0533219715093400E+00 a      1040     1     3     2    15
  3.0452598787491142E-01 a      1041     1     3     2    16
  6.9730955276394435E-01 a      1042     1     3     2    17
 -1.5443490018320580E+00 a      1043     1     3     2    18
  1.2670188243014069E-01 a      1044     1     3     2    19
