################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.2091113258643755E-01 a      1072     1    10     2    22
  1.1184664219065927E+00 a      1073     1    10     2    23
  2.1381878804750321E-01 a      1074     1    10     2    24
  2.3987687252507288E+00 a      1075     1    10     2    25
 -9.1817909964938160E-02 a      1076     1    11     2     1
 -6.6491245745453731E-01 a      1077     1    11     2     2
 -4.1512323506443033E-01 a      1078     1    11     2     3
  2.8744229646804481E-01 a      1079     1    11     2     4
 -7.6460753218318234E-01 a      1080     1    11     2     5
  6.1221237348590855E-02 a      1081     1    11     2     6
 -3.6925723180601072E-01 a      1082     1    11     2     7
  8.5229987901845183E-01 a      1083     1    11     2     8
 -9.0828539389887641E-01 a      1084     1    11     2     9
 -1.8065458504531545E-01 a      1085     1    11     2    10
  3.7337882524018795E-01 a      1086     1    11     2    11
  5.6144486172421160E-01 a      1087     1    11     2    12
  5.5619047669159638E-01 a      1088     1    11     2    13
  5.1282087278376597E-02 a      1089     1    11     2    14
  1.3652628422675595E-01 a      1090     1    11     2    15
 -1.1840249743419426E+00 a      1091     1    11     2    16
 -1.2373583899462898E-01 a      1092     1    11     2    17
  4.2030436636093521E-01 a      1093     1    11     2    18
 -6.9805952962389983E-01 a      1094     1    11     2    19
 -1.2036433769348465E-01 a      1095     1    11     2    20
 -8.0301259465394215E-01 a      1096     1    11     2    21
 -3.9789962472143914E-01 a      1097     1    11     2    22
 -2.4243466133607228E-01 a      1098     1    11     2    23
  5.4442700293185697E-01 a      1099     1    11     2    24
  2.1603154763034435E-01 a      1100     1    11     2    25
  3.9859807841053468E-01 a      1101     1    12     2     1
 -1.4656595851179794E+00 a      1102     1    12     2     2
 -4.9225950237107574E-02 a      1103     1    12     2     3
  1.1754804938801508E-01 a      1104     1    12     2     4
  7.9198915109700185E-01 a      1105     1    12     2     5
  2.6273229187806786E+00 a      1106     1    12     2     6
 -2.0277582033432731E-01 a      1107     1    12     2     7
 -2.3580269176837657E-02 a      1108     1    12     2     8
 -1.0508045697832165E-01 a      1109     1    12     2     9
  2.9320433448022781E-01 a      1110     1    12     2    10
  1.3698753502456584E-01 a      1111     1    12     2    11
 -8.4446093721989657E-01 a      1112     1    12     2    12
  4.0934714733077271E-01 a      1113     1    12     2    13
 -8.2465643732522447E-03 a      1114     1    12     2    14
 -3.7582800638549095E-02 a      1115     1    12     2    15
 -1.1895501038854581E+00 a      1116     1    12     2    16
  7.3303513620515168E-02 a      1117     1    12     2    17
  5.0662002142425966E-01 a      1118     1    12     2    18
  8.8032706975720421E-01 a      1119     1    12     2    19
 -1.3469651861315233E+00 a      1120     1    12     2    20
 -4.7310149075487973E-02 a      1121     1    12     2    21
 -5.3947775190756886E-01 a      1122     1    12     2    22
 -3.1642670361837055E-01 a      1123     1    12     2    23
  6.2480140624473124E-01 a      1124     1    12     2    24
  2.5649822579992549E+00 a      1125     1    12     2    25
  1.0824586764269388E+00 a      1126     1    13     2     1
  1.6481675032509030E-01 a      1127     1    13     2     2
  6.5248881916228119E-01 a      1128     1    13     2     3
 -2.4985529509552176E-01 a      1129     1    13     2     4
 -1.5125345119789522E+00 a      1130     1    13     2     5
 -7.3768461904339799E-01 a      1131     1    13     2     6
 -9.9157499683997052E-01 a      1132     1    13     2     7
 -4.7517644593848146E-01 a      1133     1    13     2     8
 -3.1721581656188153E-01 a      1134     1    13     2     9
  1.6445129519006363E+00 a      1135     1    13     2    10
 -2.3629492965962168E-01 a      1136     1    13     2    11
  1.2284542309432978E+00 a      1137     1    13     2    12
 -6.0787260836837186E-02 a      1138     1    13     2    13
 -1.0288921781562210E+00 a      1139     1    13     2    14
  7.9394762551631304E-01 a      1140     1    13     2    15
  1.0270222631612640E+00 a      1141     1    13     2    16
  1.9808271671603384E-01 a      1142     1    13     2    17
  5.2020354206211084E-01 a      1143     1    13     2    18
 -1.0192519915279492E+00 a      1144     1    13     2    19
  7.6950749609761193E-01 a      1145     1    13     2    20
  1.2241752703255838E-01 a      1146     1    13     2    21
 -5.0585950763033749E-01 a      1147     1    13     2    22
  6.3581189573707661E-02 a      1148     1    13     2    23
  2.2891729527117075E-01 a      1149     1    13     2    24
 -5.6653931725649387E-01 a      1150     1    13     2    25
 -1.9551054554712080E-02 a      1151     1    14     2     1
  2.3378530763500738E-01 a      1152     1    14     2     2
 -5.0810100388731426E-02 a      1153     1    14     2     3
 -8.4656787137026712E-01 a      1154     1    14     2     4
  6.7952653541122909E-01 a      1155     1    14     2     5
  3.3544272072912856E-01 a      1156     1    14     2     6
  3.9087083241770121E-01 a      1157     1    14     2     7
 -5.5676353056781125E-01 a      1158     1    14     2     8
  1.4018918255338675E+00 a      1159     1    14     2     9
 -5.0766085192059518E-01 a      1160     1    14     2    10
  1.5083405070636907E-01 a      1161     1    14     2    11
  8.4245841444949870E-02 a      1162     1    14     2    12
  6.2842989805646443E-01 a      1163     1    14     2    13
 -1.8575347439116599E-01 a      1164     1    14     2    14
  6.7239424914353718E-01 a      1165     1    14     2    15
  2.8847607943331472E+00 a      1166     1    14     2    16
 -1.1680714995242666E-01 a      1167     1    14     2    17
 -5.3822885277220255E-02 a      1168     1    14     2    18
 -6.7386701013590589E-01 a      1169     1    14     2    19
 -5.7415436000113140E-01 a      1170     1    14     2    20
 -8.6605461166954376E-02 a      1171     1    14     2    21
  2.5279269619910810E-01 a      1172     1    14     2    22
 -2.4428164316428472E-01 a      1173     1    14     2    23
  5.5471133019480645E-01 a      1174     1    14     2    24
 -1.6644242980011312E-01 a      1175     1    14     2    25
  8.3251231653162072E-01 a      1176     1    15     2     1
 -7.2261344765377933E-01 a      1177     1    15     2     2
  3.1229786453186309E-01 a      1178     1    15     2     3
 -1.1002854927138284E+00 a      1179     1    15     2     4
  1.5702525036925249E-01 a      1180     1    15     2     5
 -8.3469206835896959E-01 a      1181     1    15     2     6
 -2.9585127681995411E-02 a      1182     1    15     2     7
  8.3487597407333580E-01 a      1183     1    15     2     8
 -3.6727101208575976E+00 a      1184     1    15     2     9
  1.6624547544009494E+00 a      1185     1    15     2    10
  3.5693310189159633E-01 a      1186     1    15     2    11
 -1.6757774974883038E-01 a      1187     1    15     2    12
 -3.9346695973952156E-01 a      1188     1    15     2    13
  1.2923782492523797E+00 a      1189     1    15     2    14
 -8.9366623482381591E-01 a      1190     1    15     2    15
 -5.4490678363428269E-01 a      1191     1    15     2    16
  1.9959498577476667E-01 a      1192     1    15     2    17
 -1.1488702359042535E+00 a      1193     1    15     2    18
  1.0988577382154565E+00 a      1194     1    15     2    19
  6.0587340711071969E-01 a      1195     1    15     2    20
 -1.2223641765960245E+00 a      1196     1    15     2    21
 -2.0549027565044845E-01 a      1197     1    15     2    22
  9.5084440577533569E-01 a      1198     1    15     2    23
  3.7809605937679752E-01 a      1199     1    15     2    24
  1.1918778052723054E+00 a      1200     1    15     2    25
  6.1632036078492913E-01 a      1201     1    16     2     1
  2.4704211597161937E-01 a      1202     1    16     2     2
 -1.0166474246933170E+00 a      1203     1    16     2     3
  5.2127817135134646E-01 a      1204     1    16     2     4
  4.2367115157552948E-01 a      1205     1    16     2     5
 -8.9079665990892065E-02 a      1206     1    16     2     6
  1.5467243711995043E-01 a      1207     1    16     2     7
 -4.5057157403137227E-01 a      1208     1    16     2     8
 -2.1408048279381267E-01 a      1209     1    16     2     9
  1.4429867141644281E-01 a      1210     1    16     2    10
  1.0704939011263388E+00 a      1211     1    16     2    11
 -1.2075219572326562E-01 a      1212     1    16     2    12
  1.7766510959547128E+00 a      1213     1    16     2    13
 -2.0734108654833677E-01 a      1214     1    16     2    14
  5.2640949555109051E-01 a      1215     1    16     2    15
 -1.1087919245527193E-01 a      1216     1    16     2    16
 -6.2464528192908042E-01 a      1217     1    16     2    17
 -8.3491546377782264E-02 a      1218     1    16     2    18
  3.4934952170554079E-01 a      1219     1    16     2    19
  1.3109803010519289E-01 a      1220     1    16     2    20
  8.1829274143058273E-01 a      1221     1    16     2    21
  1.7267281382708066E-01 a      1222     1    16     2    22
 -8.3813057580344108E-01 a      1223     1    16     2    23
 -1.0330675192355677E-02 a      1224     1    16     2    24
  2.8007130588288551E+00 a      1225     1    16     2    25
  3.0444348688439093E-01 a      1226     1    17     2     1
 -3.1800299389724668E-01 a      1227     1    17     2     2
  3.9685759901620238E-01 a      1228     1    17     2     3
 -1.0142057233255532E-01 a      1229     1    17     2     4
 -1.0237036166469302E-01 a      1230     1    17     2     5
  2.1246529293837202E-01 a      1231     1    17     2     6
  6.3649543260435384E-02 a      1232     1    17     2     7
 -4.0660793419939889E-02 a      1233     1    17     2     8
  9.3470072094706769E-01 a      1234     1    17     2     9
 -1.5504693335585860E+00 a      1235     1    17     2    10
 -3.1445862999563839E-01 a      1236     1    17     2    11
 -2.5069793017541087E-01 a      1237     1    17     2    12
 -1.8120191430021024E-01 a      1238     1    17     2    13
  1.4188551757697221E-01 a      1239     1    17     2    14
  4.2213454143491708E-01 a      1240     1    17     2    15
  6.3299502497721416E-01 a      1241     1    17     2    16
  3.5230322443908224E-01 a      1242     1    17     2    17
 -1.9303548983799429E-01 a      1243     1    17     2    18
  2.1544481207203406E-01 a      1244     1    17     2    19
 -6.5516417954382045E-01 a      1245     1    17     2    20
 -2.2405836645446001E-01 a      1246     1    17     2    21
 -7.2728172068647956E-01 a      1247     1    17     2    22
 -6.1763645777205695E-02 a      1248     1    17     2    23
 -8.2767977859638753E-01 a      1249     1    17     2    24
  2.9017513390655242E-01 a      1250     1    17     2    25
  1.2557298280057834E+00 a      1251     1    18     2     1
  2.3425313885005086E-02 a      1252     1    18     2     2
 -1.0693265083034851E+00 a      1253     1    18     2     3
  4.0526090684994254E-01 a      1254     1    18     2     4
 -8.9227570711445103E-01 a      1255     1    18     2     5
  2.0788695494688314E+00 a      1256     1    18     2     6
 -2.0319762015987372E-01 a      1257     1    18     2     7
 -8.4074495334964061E-01 a      1258     1    18     2     8
  4.9003091271350269E-01 a      1259     1    18     2     9
  1.4203772303282715E-02 a      1260     1    18     2    10
 -3.2731062062147237E-01 a      1261     1    18     2    11
  4.8870249705954633E-01 a      1262     1    18     2    12
 -1.1664773955561649E+00 a      1263     1    18     2    13
 -1.4822275914913297E+00 a      1264     1    18     2    14
  3.1539161306543761E-01 a      1265     1    18     2    15
 -1.0159574091131569E+00 a      1266     1    18     2    16
  2.6741948956149236E-01 a      1267     1    18     2    17
  3.6161797982829524E-01 a      1268     1    18     2    18
 -8.8086262569593365E-01 a      1269     1    18     2    19
 -1.1028025592865016E-01 a      1270     1    18     2    20
 -4.3149626807471386E-01 a      1271     1    18     2    21
  1.8908977795864929E-01 a      1272     1    18     2    22
 -1.1735802484854485E+00 a      1273     1    18     2    23
  4.5527865562019337E-01 a      1274     1    18     2    24
 -3.3048691562309850E-02 a      1275     1    18     2    25
 -1.6345422019029698E+00 a      1276     1    19     2     1
 -8.2887085929045301E-01 a      1277     1    19     2     2
 -3.0823320258776860E-01 a      1278     1    19     2     3
  7.6753311575326311E-01 a      1279     1    19     2     4
 -6.0351834380801980E-02 a      1280     1    19     2     5
 -6.2801503151235583E-01 a      1281     1    19     2     6
 -9.3502223849488156E-02 a      1282     1    19     2     7
  3.3382514752663139E-01 a      1283     1    19     2     8
  1.2461194675076575E+00 a      1284     1    19     2     9
  2.0885829057907848E-01 a      1285     1    19     2    10
 -5.5310608202608658E-01 a      1286     1    19     2    11
 -4.5323666081774983E-01 a      1287     1    19     2    12
  2.1511691223530973E+00 a      1288     1    19     2    13
 -3.1485635795101596E-01 a      1289     1    19     2    14
  6.3204307794935477E-01 a      1290     1    19     2    15
 -1.3941958204464269E+00 a      1291     1    19     2    16
 -2.1357020705738330E-01 a      1292     1    19     2    17
 -5.3710492969089696E-01 a      1293     1    19     2    18
  1.0751819879941565E-01 a      1294     1    19     2    19
 -4.5137075137601401E-01 a      1295     1    19     2    20
 -3.0280220406703767E-01 a      1296     1    19     2    21
  4.8084149940375370E-01 a      1297     1    19     2    22
 -2.4474663832771953E-01 a      1298     1    19     2    23
  4.5189031127752632E-02 a      1299     1    19     2    24
 -1.7316983965464672E-01 a      1300     1    19     2    25
 -8.7627196055797019E-01 a      1301     1    20     2     1
 -1.0530064536919304E+00 a      1302     1    20     2     2
 -5.0842039046289289E-01 a      1303     1    20     2     3
 -6.9621183824987221E-01 a      1304     1    20     2     4
  1.5422335066412349E-01 a      1305     1    20     2     5
 -3.6705360907523854E-01 a      1306     1    20     2     6
  3.1837370906254198E-01 a      1307     1    20     2     7
 -2.7040023005604202E-01 a      1308     1    20     2     8
 -2.7312373754120705E+00 a      1309     1    20     2     9
 -7.9874576056349988E-01 a      1310     1    20     2    10
  2.3457820974366433E-01 a      1311     1    20     2    11
 -4.6371953007451600E-01 a      1312     1    20     2    12
  2.8743740342786709E-03 a      1313     1    20     2    13
  9.9095510596941994E-01 a      1314     1    20     2    14
 -1.4338464929890722E+00 a      1315     1    20     2    15
 -4.0809478024163743E+00 a      1316     1    20     2    16
  2.4081187543231394E-01 a      1317     1    20     2    17
 -2.2654012153041286E-01 a      1318     1    20     2    18
 -2.1427162808907499E-01 a      1319     1    20     2    19
  9.6250859646464570E-01 a      1320     1    20     2    20
 -1.6133261413758491E+00 a      1321     1    20     2    21
 -2.5153821370185020E-01 a      1322     1    20     2    22
 -5.9604047745031163E-01 a      1323     1    20     2    23
  5.4970767981590551E-01 a      1324     1    20     2    24
  9.3498222628348437E-01 a      1325     1    20     2    25
  2.9277115816284889E+00 a      1326     1    21     2     1
  3.2099818179905798E-01 a      1327     1    21     2     2
 -1.2131897617983358E+00 a      1328     1    21     2     3
 -3.3536904276507512E-01 a      1329     1    21     2     4
 -1.1954486499635915E-01 a      1330     1    21     2     5
 -8.5107733344515224E-01 a      1331     1    21     2     6
  3.6569614513328491E-01 a      1332     1    21     2     7
  4.1092666096326330E-01 a      1333     1    21     2     8
  2.4263770775086262E+00 a      1334     1    21     2     9
 -2.7734089343122137E+00 a      1335     1    21     2    10
  7.3496415798354731E-01 a      1336     1    21     2    11
 -9.4992368232139990E-01 a      1337     1    21     2    12
  1.9605722929736474E-02 a      1338     1    21     2    13
 -7.4459722872303805E-02 a      1339     1    21     2    14
  5.7067483952110298E-01 a      1340     1    21     2    15
 -5.6895633503949172E-01 a      1341     1    21     2    16
  1.5748667062335836E-01 a      1342     1    21     2    17
  5.0423709105717540E-01 a      1343     1    21     2    18
  4.0650888405005370E-01 a      1344     1    21     2    19
  1.6038142413246634E+00 a      1345     1    21     2    20
 -2.3578391736380139E-01 a      1346     1    21     2    21
 -1.3719209127909997E+00 a      1347     1    21     2    22
 -9.4055287899289164E-01 a      1348     1    21     2    23
 -8.1527183635745404E-01 a      1349     1    21     2    24
  2.0719863049135778E+00 a      1350     1    21     2    25
 -1.5751495435641441E+00 a      1351     1    22     2     1
  8.1421817802050989E-02 a      1352     1    22     2     2
  2.5915282488505359E-01 a      1353     1    22     2     3
 -1.2678723617336123E-02 a      1354     1    22     2     4
 -1.3143550446640138E+00 a      1355     1    22     2     5
  4.4637801648065323E-01 a      1356     1    22     2     6
 -5.4492195826016054E-01 a      1357     1    22     2     7
  9.2720593143216873E-02 a      1358     1    22     2     8
  5.1502080372583015E-01 a      1359     1    22     2     9
 -1.5332208795017235E+00 a      1360     1    22     2    10
 -7.3532711501525438E-01 a      1361     1    22     2    11
  1.2848528081434019E+00 a      1362     1    22     2    12
 -3.4679369977485508E-01 a      1363     1    22     2    13
 -9.6152521510036293E-01 a      1364     1    22     2    14
  4.8020122268146659E-01 a      1365     1    22     2    15
  6.1574119198969623E-01 a      1366     1    22     2    16
 -5.5480686459265327E-01 a      1367     1    22     2    17
  1.4397744428799450E-01 a      1368     1    22     2    18
 -1.7498720972629829E+00 a      1369     1    22     2    19
  1.8520262507048091E-01 a      1370     1    22     2    20
 -7.6287949375467357E-01 a      1371     1    22     2    21
  2.0306391408606117E-01 a      1372     1    22     2    22
  6.3365074781867325E-01 a      1373     1    22     2    23
  2.7368354970753606E-01 a      1374     1    22     2    24
 -1.4697513311537069E-02 a      1375     1    22     2    25
  1.0405633353792050E+00 a      1376     1    23     2     1
 -2.0621168378377669E-01 a      1377     1    23     2     2
 -8.1331163439343657E-01 a      1378     1    23     2     3
  2.4150508829649076E-01 a      1379     1    23     2     4
  8.8534207163593989E-02 a      1380     1    23     2     5
  9.7802215988242747E-01 a      1381     1    23     2     6
 -4.2935680994188424E-01 a      1382     1    23     2     7
 -3.7595362806510862E-01 a      1383     1    23     2     8
  6.7873912874979936E-01 a      1384     1    23     2     9
 -5.7939156071137499E-01 a      1385     1    23     2    10
  2.7766733035751412E-01 a      1386     1    23     2    11
 -4.2941523397589151E-02 a      1387     1    23     2    12
 -3.3443457781394460E-03 a      1388     1    23     2    13
  2.4842703187590603E-01 a      1389     1    23     2    14
  5.6862128387201050E-01 a      1390     1    23     2    15
  1.6015791132929484E+00 a      1391     1    23     2    16
 -8.6279477653071512E-01 a      1392     1    23     2    17
 -5.3353857280889372E-01 a      1393     1    23     2    18
 -2.4027818905056078E-01 a      1394     1    23     2    19
 -1.2038087823493773E-01 a      1395     1    23     2    20
 -6.3021062172287823E-01 a      1396     1    23     2    21
  2.6747067166213512E-01 a      1397     1    23     2    22
 -1.1364948211657279E-01 a      1398     1    23     2    23
  1.5482723076266591E-01 a      1399     1    23     2    24
  1.8452441030345446E+00 a      1400     1    23     2    25
  1.2608111722760995E-01 a      1401     1    24     2     1
  9.4330813872974195E-01 a      1402     1    24     2     2
 -1.3714487366486210E+00 a      1403     1    24     2     3
 -1.6892491103928156E+00 a      1404     1    24     2     4
  1.3942249174186820E+00 a      1405     1    24     2     5
  1.9912808034164875E+00 a      1406     1    24     2     6
 -2.8273257847731442E-01 a      1407     1    24     2     7
  7.8363957682938890E-01 a      1408     1    24     2     8
  3.4331609121311424E-01 a      1409     1    24     2     9
 -1.5636994258423511E+00 a      1410     1    24     2    10
 -2.6524560380201001E-01 a      1411     1    24     2    11
  4.4012412973709547E-01 a      1412     1    24     2    12
 -6.5008710492378663E-01 a      1413     1    24     2    13
  1.2957532777928302E-01 a      1414     1    24     2    14
 -1.6879182474516090E+00 a      1415     1    24     2    15
 -2.4641254538957280E-01 a      1416     1    24     2    16
  6.0392791889622545E-03 a      1417     1    24     2    17
  7.1093072263303447E-01 a      1418     1    24     2    18
  4.9109671954379086E-01 a      1419     1    24     2    19
 -1.0395277850258002E+00 a      1420     1    24     2    20
 -6.7984259281168158E-01 a      1421     1    24     2    21
 -3.8596302358865986E-01 a      1422     1    24     2    22
  9.8483214356027212E-04 a      1423     1    24     2    23
  8.8260267335336196E-01 a      1424     1    24     2    24
  4.8399694697329881E-01 a      1425     1    24     2    25
 -9.4526138846004093E-01 a      1426     1    25     2     1
  1.9772824096932096E-01 a      1427     1    25     2     2
  2.7392764921064533E-01 a      1428     1    25     2     3
  1.0261470544455435E+00 a      1429     1    25     2     4
 -7.5729561472397426E-03 a      1430     1    25     2     5
 -3.6066255386148066E-01 a      1431     1    25     2     6
 -4.2182360156026222E-01 a      1432     1    25     2     7
  3.3953902271740372E-01 a      1433     1    25     2     8
  7.5292474199313275E-01 a      1434     1    25     2     9
 -6.9782187142833019E-01 a      1435     1    25     2    10
 -1.8772117843545080E-01 a      1436     1    25     2    11
  4.4702524054149217E-01 a      1437     1    25     2    12
  1.0362120784696564E-01 a      1438     1    25     2    13
  2.6892875522851711E-01 a      1439     1    25     2    14
  7.1495384179709442E-01 a      1440     1    25     2    15
  1.8864717012633903E+00 a      1441     1    25     2    16
 -8.7494310030810818E-01 a      1442     1    25     2    17
 -1.6972764196734466E-01 a      1443     1    25     2    18
 -2.0981338821793935E-01 a      1444     1    25     2    19
  5.0704393721428065E-01 a      1445     1    25     2    20
  7.7403693931407891E-01 a      1446     1    25     2    21
  7.2870369184805772E-01 a      1447     1    25     2    22
  1.3369926547492548E+00 a      1448     1    25     2    23
 -7.5238443264583721E-01 a      1449     1    25     2    24
  4.1567614277991057E-02 a      1450     1    25     2    25
  6.4131527186525739E-01 b      1451     2     1
 -6.7085920710845759E-01 b      1452     2     2
 -1.7387659810147091E-01 b      1453     2     3
 -1.8245732744960425E-01 b      1454     2     4
 -2.1610625422360041E-02 b      1455     2     5
  6.5688696290453918E-01 b      1456     2     6
 -3.3398723874121966E-01 b      1457     2     7
  5.4038310778751186E-01 b      1458     2     8
 -3.2631961944400580E+00 b      1459     2     9
  2.8091480185820297E+00 b      1460     2    10
  1.7581178653125026E-01 b      1461     2    11
 -1.9907641942811935E-01 b      1462     2    12
 -3.0567227007185788E-01 b      1463     2    13
  7.0427468306255236E-01 b      1464     2    14
 -4.9231959558374372E-01 b      1465     2    15
 -2.9577047825178111E+00 b      1466     2    16
  1.1627263035432475E-01 b      1467     2    17
 -7.6544691071954873E-01 b      1468     2    18
  1.5240734633700060E-02 b      1469     2    19
 -3.4471299659341897E-01 b      1470     2    20
  3.0198139337196572E-01 b      1471     2    21
 -1.7369907450254379E-01 b      1472     2    22
 -9.4046072062547692E-01 b      1473     2    23
  1.6748752696611469E-02 b      1474     2    24
  8.3641355867323131E-01 b      1475     2    25
  1.3974020035245974E-01 a      1476     2     1     3     1
  6.0062845257879904E-01 a      1477     2     2     3     1
  1.3681738674171027E+00 a      1478     2     3     3     1
  7.8034010790448649E-01 a      1479     2     4     3     1
  5.6178804428269757E-01 a      1480     2     5     3     1
  1.6260303338906743E-01 a      1481     2     6     3     1
  1.1459992331674633E+00 a      1482     2     7     3     1
 -8.1798763085411086E-01 a      1483     2     8     3     1
  4.1521893510913128E-02 a      1484     2     9     3     1
  1.8908221071124579E-01 a      1485     2    10     3     1
  6.3353780075927268E-01 a      1486     2    11     3     1
  8.1958590636970530E-01 a      1487     2    12     3     1
  3.9267574122146753E-01 a      1488     2    13     3     1
 -1.2928014275480813E+00 a      1489     2    14     3     1
 -2.4796231342737346E-01 a      1490     2    15     3     1
 -1.1052848442966463E-01 a      1491     2    16     3     1
  1.1847015258505913E+00 a      1492     2    17     3     1
  1.1426354864841526E+00 a      1493     2    18     3     1
  1.8079190950688346E+00 a      1494     2    19     3     1
 -2.7792020684424745E-01 a      1495     2    20     3     1
 -3.9276515126918493E-01 a      1496     2    21     3     1
 -1.1386566505637279E+00 a      1497     2    22     3     1
  3.6971034747250453E-01 a      1498     2    23     3     1
  7.4679274458050970E-01 a      1499     2    24     3     1
  7.1264408886117916E-02 a      1500     2    25     3     1
  7.5965572313007368E-01 b      1501     3     1
